municipality_lower,iata_code,name
comayagua,XPL,Coronel Enrique Soto Cano Air Base
poplar river,XPP,Poplar River Airport
quepos,XQP,Quepos Managua Airport
richmond,XRH,RAAF Base Richmond
ross river,XRR,Ross River Airport
jerez de la forntera,XRY,Jerez Airport
south indian lake,XSI,South Indian Lake Airport
seletar,XSP,Seletar Airport
tadoule lake,XTL,Tadoule Lake Airport
xuzhou,XUZ,Xuzhou Guanyin Airport
valenciennes/denain,XVS,Valenciennes-Denain Airport
williston,XWA,Williston Basin International Airport
riyadh,XXN,Riyadh Air Base
california,XXZ,Modi
cat lake,YAC,Cat Lake Airport
fort frances,YAG,Fort Frances Municipal Airport
la grande-4,YAH,La Grande-4 Airport
chillan,YAI,Gral. Bernardo OÃ‚Â´Higgins Airport
yakutat,YAK,Yakutat Airport
alert bay,YAL,Alert Bay Airport
sault ste marie,YAM,Sault Ste Marie Airport
yaoundãƒâ©,YAO,YaoundÃƒÂ© Airport
yap island,YAP,Yap International Airport
attawapiskat,YAT,Attawapiskat Airport
st. anthony,YAY,St. Anthony Airport
tofino,YAZ,Tofino / Long Beach Airport
kugaaruk,YBB,Kugaaruk Airport
baie-comeau,YBC,Baie Comeau Airport
uranium city,YBE,Uranium City Airport
bagotville,YBG,CFB Bagotville
baker lake,YBK,Baker Lake Airport
campbell river,YBL,Campbell River Airport
brandon,YBR,Brandon Municipal Airport
brochet,YBT,Brochet Airport
berens river,YBV,Berens River Airport
lourdes-de-blanc-sablon,YBX,Lourdes de Blanc Sablon Airport
bonnyville,YBY,Bonnyville Airport
cambridge bay,YCB,Cambridge Bay Airport
cornwall,YCC,Cornwall Regional Airport
nanaimo,YCD,Nanaimo Airport
centralia,YCE,Centralia / James T. Field Memorial Aerodrome
castlegar,YCG,Castlegar/West Kootenay Regional Airport
miramichi,YCH,Miramichi Airport
charlo,YCL,Charlo Airport
st catharines,YCM,Niagara District Airport
cochrane,YCN,Cochrane Airport
kugluktuk,YCO,Kugluktuk Airport
chetwynd,YCQ,Chetwynd Airport
cross lake,YCR,Cross Lake (Charlie Sinclair Memorial) Airport
chesterfield inlet,YCS,Chesterfield Inlet Airport
clyde river,YCY,Clyde River Airport
dawson city,YDA,Dawson City Airport
burwash,YDB,Burwash Airport
deer lake,YDF,Deer Lake Airport
digby,YDG,Digby / Annapolis Regional Airport
dauphin,YDN,Dauphin Barker Airport
dolbeau-st-fãƒâ©licien,YDO,Dolbeau St Felicien Airport
nain,YDP,Nain Airport
dawson creek,YDQ,Dawson Creek Airport
vancouver,YDT,Boundary Bay Airport
yecheon-ri,YEC,Yecheon Airbase
edmonton,YEG,Edmonton International Airport
bursa,YEI,Bursa YeniÃ…ÂŸehir Airport
arviat,YEK,Arviat Airport
elliot lake,YEL,Elliot Lake Municipal Airport
manitowaning,YEM,Manitoulin East Municipal Airport
estevan,YEN,Estevan Airport
yeovil,YEO,RNAS Yeovilton
fort severn,YER,Fort Severn Airport
yasouj,YES,Yasouj Airport
edson,YET,Edson Airport
inuvik,YEV,Inuvik Mike Zubko Airport
amos,YEY,Amos/Magny Airport
fort albany,YFA,Fort Albany Airport
iqaluit,YFB,Iqaluit Airport
fredericton,YFC,Fredericton Airport
forestville,YFE,Forestville Airport
fort hope,YFH,Fort Hope Airport
flin flon,YFO,Flin Flon Airport
fort resolution,YFR,Fort Resolution Airport
fort simpson,YFS,Fort Simpson Airport
texada,YGB,Texada Gillies Bay Airport
fort good hope,YGH,Fort Good Hope Airport
yonago,YGJ,Yonago Kitaro Airport / JASDF Miho Air Base
kingston,YGK,Kingston Norman Rogers Airport
la grande riviãƒâ¨re,YGL,La Grande RiviÃƒÂ¨re Airport
gimli,YGM,Gimli Industrial Park Airport
gods lake narrows,YGO,Gods Lake Narrows Airport
gaspãƒâ©,YGP,GaspÃƒÂ© (Michel-Pouliot) Airport
geraldton,YGQ,Geraldton Greenstone Regional Airport
ãƒâžles-de-la-madeleine,YGR,ÃƒÂŽles-de-la-Madeleine Airport
igloolik,YGT,Igloolik Airport
havre st-pierre,YGV,Havre St Pierre Airport
kuujjuarapik,YGW,Kuujjuarapik Airport
gillam,YGX,Gillam Airport
grise fiord,YGZ,Grise Fiord Airport
dryden,YHD,Dryden Regional Airport
hope,YHE,Hope Airport
hearst,YHF,Hearst RenÃƒÂ© Fontaine Municipal Airport
ulukhaktok,YHI,Ulukhaktok Holman Airport
gjoa haven,YHK,Gjoa Haven Airport
hamilton,YHM,John C. Munro Hamilton International Airport
hornepayne,YHN,Hornepayne Municipal Airport
hopedale,YHO,Hopedale Airport
chevery,YHR,Chevery Airport
haines junction,YHT,Haines Junction Airport
montrãƒâ©al,YHU,MontrÃƒÂ©al / Saint-Hubert Airport
hay river,YHY,Hay River / Merlyn Carter Airport
halifax,YHZ,Halifax / Stanfield International Airport
yogyakarta,YIA,Yogyakarta International Airport
atikokan,YIB,Atikokan Municipal Airport
yichun,YIC,Yichun Mingyueshan Airport
arxan,YIE,Arxan Yi'ershi Airport
st-augustin,YIF,St Augustin Airport
yichang,YIH,Yichang Sanxia Airport
ivujivik,YIK,Ivujivik Airport
pond inlet,YIO,Pond Inlet Airport
detroit,YIP,Willow Run Airport
island lake,YIV,Island Lake Airport
yiwu,YIW,Yiwu Airport
fort liard,YJF,Fort Liard Airport
st jean,YJN,St Jean Airport
stephenville,YJT,Stephenville Airport
kamloops,YKA,Kamloops Airport
kitchener,YKF,Waterloo Airport
kangirsuk,YKG,Kangirsuk Airport
yingkou,YKH,Yingkou Lanqi Airport
key lake,YKJ,Key Lake Airport
schefferville,YKL,Schefferville Airport
yakima,YKM,Yakima Air Terminal McAllister Field
yankton,YKN,Chan Gurney Municipal Airport
hakkari,YKO,Hakkari YÃƒÂ¼ksekova Airport
waskaganish,YKQ,Waskaganish Airport
yakutsk,YKS,Yakutsk Airport
kirkland lake,YKX,Kirkland Lake Airport
kindersley,YKY,Kindersley Airport
toronto,YKZ,Buttonville Municipal Airport
kimmirut,YLC,Kimmirut Airport
chapleau,YLD,Chapleau Airport
lansdowne house,YLH,Lansdowne House Airport
meadow lake,YLJ,Meadow Lake Airport
lloydminster,YLL,Lloydminster Airport
leaf rapids,YLR,Leaf Rapids Airport
alert,YLT,Alert Airport
kelowna,YLW,Kelowna International Airport
mayo,YMA,Mayo Airport
matane,YME,Matane Airport
manitouwadge,YMG,Manitouwadge Airport
mary's harbour,YMH,Mary's Harbour Airport
moose jaw,YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport
charlevoix,YML,Charlevoix Airport
fort mcmurray,YMM,Fort McMurray Airport
makkovik,YMN,Makkovik Airport
moosonee,YMO,Moosonee Airport
yurimaguas,YMS,Moises Benzaquen Rengifo Airport
chibougamau,YMT,Chapais Airport
montrãƒâ©al,YMX,Montreal International (Mirabel) Airport
natashquan,YNA,Natashquan Airport
yanbu,YNB,Prince Abdulmohsin Bin Abdulaziz Airport
wemindji,YNC,Wemindji Airport
gatineau,YND,Ottawa / Gatineau Airport
norway house,YNE,Norway House Airport
youngstown/warren,YNG,Youngstown Warren Regional Airport
yanji,YNJ,Yanji Chaoyangchuan Airport
points north landing,YNL,Points North Landing Airport
matagami,YNM,Matagami Airport
nemiscau,YNS,Nemiscau Airport
yantai,YNT,Duplicate --Yantai Penglai International Airport
yantai,YNT,Yantai Penglai International Airport
gonghang-ro,YNY,Yangyang International Airport
ekati,YOA,Ekati Airport
old crow,YOC,Old Crow Airport
cold lake,YOD,CFB Cold Lake
oxford house,YOH,Oxford House Airport
high level,YOJ,High Level Airport
yola,YOL,Yola Airport
oshawa,YOO,Toronto/Oshawa Executive Airport
rainbow lake,YOP,Rainbow Lake Airport
owen sound,YOS,Owen Sound / Billy Bishop Regional Airport
ottawa,YOW,Ottawa Macdonald-Cartier International Airport
prince albert,YPA,Prince Albert Glass Field
paulatuk,YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport
peace river,YPE,Peace River Airport
portage la prairie,YPG,Portage-la-Prairie / Southport Airport
inukjuak,YPH,Inukjuak Airport
aupaluk,YPJ,Aupaluk Airport
pickle lake,YPL,Pickle Lake Airport
pikangikum,YPM,Pikangikum Airport
port-menier,YPN,Port Menier Airport
peawanuck,YPO,Peawanuck Airport
peterborough,YPQ,Peterborough Airport
prince rupert,YPR,Prince Rupert Airport
port hawkesbury,YPS,Port Hawkesbury Airport
powell river,YPW,Powell River Airport
puvirnituq,YPX,Puvirnituq Airport
fort chipewyan,YPY,Fort Chipewyan Airport
muskoka,YQA,Muskoka Airport
quebec,YQB,Quebec Jean Lesage International Airport
quaqtaq,YQC,Quaqtaq Airport
the pas,YQD,The Pas Airport
red deer,YQF,Red Deer Regional Airport
windsor,YQG,Windsor Airport
watson lake,YQH,Watson Lake Airport
yarmouth,YQI,Yarmouth Airport
kenora,YQK,Kenora Airport
lethbridge,YQL,Lethbridge County Airport
moncton,YQM,Greater Moncton RomÃƒÂ©o LeBlanc International Airport
nakina,YQN,Nakina Airport
comox,YQQ,Comox Airport
regina,YQR,Regina International Airport
st thomas,YQS,St Thomas Municipal Airport
thunder bay,YQT,Thunder Bay Airport
grande prairie,YQU,Grande Prairie Airport
yorkton,YQV,Yorkton Municipal Airport
north battleford,YQW,North Battleford Airport
gander,YQX,Gander International Airport
sydney,YQY,Sydney / J.A. Douglas McCurdy Airport
quesnel,YQZ,Quesnel Airport
gamãƒâ¨tãƒâ¬,YRA,Rae Lakes Airport
resolute bay,YRB,Resolute Bay Airport
cartwright,YRF,Cartwright Airport
riviãƒâ¨re-du-loup,YRI,RiviÃƒÂ¨re-du-Loup Airport
roberval,YRJ,Roberval Airport
red lake,YRL,Red Lake Airport
ottawa,YRO,Ottawa / Rockcliffe Airport
trois-riviãƒâ¨res,YRQ,Trois-RiviÃƒÂ¨res Airport
red sucker lake,YRS,Red Sucker Lake Airport
rankin inlet,YRT,Rankin Inlet Airport
revelstoke,YRV,Revelstoke Airport
sudbury,YSB,Sudbury Airport
sherbrooke,YSC,Sherbrooke Airport
stony rapids,YSF,Stony Rapids Airport
lutselk'e,YSG,Lutselk'e Airport
smiths falls,YSH,Smiths Falls-Montague (Russ Beach) Airport
saint john,YSJ,Saint John Airport
sanikiluaq,YSK,Sanikiluaq Airport
st leonard,YSL,St Leonard Airport
fort smith,YSM,Fort Smith Airport
salmon arm,YSN,Shuswap Regional Airport
marathon,YSP,Marathon Airport
qian gorlos mongol autonomous county,YSQ,Songyuan Chaganhu Airport
st. theresa point,YST,St. Theresa Point Airport
summerside,YSU,Summerside Airport
sachs harbour,YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport
pembroke,YTA,Pembroke Airport
thicket portage,YTD,Thicket Portage Airport
cape dorset,YTE,Cape Dorset Airport
alma,YTF,Alma Airport
thompson,YTH,Thompson Airport
big trout lake,YTL,Big Trout Lake Airport
riviãƒâ¨re rouge,YTM,La Macaza / Mont-Tremblant International Inc Airport
tasiujaq,YTQ,Tasiujaq Airport
trenton,YTR,CFB Trenton
timmins,YTS,Timmins/Victor M. Power
yangzhou and taizhou,YTY,Yangzhou Taizhou Airport
toronto,YTZ,Billy Bishop Toronto City Centre Airport
yuanmou,YUA,Yuanmou Air Base
tuktoyaktuk,YUB,Tuktoyaktuk Airport
umiujaq,YUD,Umiujaq Airport
montrãƒâ©al,YUL,Montreal / Pierre Elliott Trudeau International Airport
yuma,YUM,Yuma MCAS/Yuma International Airport
yushu,YUS,Yushu Batang Airport
repulse bay,YUT,Naujaat Airport
hall beach,YUX,Hall Beach Airport
rouyn-noranda,YUY,Rouyn Noranda Airport
bonaventure,YVB,Bonaventure Airport
la ronge,YVC,La Ronge Airport
vernon,YVE,Vernon Airport
qikiqtarjuaq,YVM,Qikiqtarjuaq Airport
val-d'or,YVO,Val-d'Or Airport
kuujjuaq,YVP,Kuujjuaq Airport
norman wells,YVQ,Norman Wells Airport
vancouver,YVR,Vancouver International Airport
wiarton,YVV,Wiarton Airport
deer lake,YVZ,Deer Lake Airport
petawawa,YWA,Petawawa Airport
kangiqsujuaq,YWB,Kangiqsujuaq (Wakeham Bay) Airport
winnipeg,YWG,Winnipeg / James Armstrong Richardson International Airport
dãƒâ©line,YWJ,DÃƒÂ©line Airport
wabush,YWK,Wabush Airport
williams lake,YWL,Williams Lake Airport
webequie,YWP,Webequie Airport
wrigley,YWY,Wrigley Airport
cranbrook,YXC,Cranbrook/Canadian Rockies International Airport
saskatoon,YXE,Saskatoon John G. Diefenbaker International Airport
medicine hat,YXH,Medicine Hat Airport
fort st.john,YXJ,Fort St John Airport
rimouski,YXK,Rimouski Airport
sioux lookout,YXL,Sioux Lookout Airport
whale cove,YXN,Whale Cove Airport
pangnirtung,YXP,Pangnirtung Airport
beaver creek,YXQ,Beaver Creek Airport
earlton,YXR,Earlton (Timiskaming Regional) Airport
prince george,YXS,Prince George Airport
terrace,YXT,Northwest Regional Airport Terrace-Kitimat
london,YXU,London Airport
abbotsford,YXX,Abbotsford Airport
whitehorse,YXY,Whitehorse / Erik Nielsen International Airport
wawa,YXZ,Wawa Airport
yueyang,YYA,Sanhe Airport
north bay,YYB,North Bay Jack Garland Airport
calgary,YYC,Calgary International Airport
smithers,YYD,Smithers Airport
fort nelson,YYE,Fort Nelson Airport
penticton,YYF,Penticton Airport
charlottetown,YYG,Charlottetown Airport
taloyoak,YYH,Taloyoak Airport
victoria,YYJ,Victoria International Airport
lynn lake,YYL,Lynn Lake Airport
swift current,YYN,Swift Current Airport
churchill,YYQ,Churchill Airport
goose bay,YYR,Goose Bay Airport
st. john's,YYT,St. John's International Airport
kapuskasing,YYU,Kapuskasing Airport
armstrong,YYW,Armstrong Airport
mont-joli,YYY,Mont Joli Airport
toronto,YYZ,Lester B. Pearson International Airport
gore bay,YZE,Gore Bay Manitoulin Airport
yellowknife,YZF,Yellowknife Airport
salluit,YZG,Salluit Airport
slave lake,YZH,Slave Lake Airport
sandspit,YZP,Sandspit Airport
sarnia,YZR,Chris Hadfield Airport
coral harbour,YZS,Coral Harbour Airport
port hardy,YZT,Port Hardy Airport
whitecourt,YZU,Whitecourt Airport
sept-ãƒâžles,YZV,Sept-ÃƒÂŽles Airport
teslin,YZW,Teslin Airport
greenwood,YZX,CFB Greenwood
zhangye,YZY,Zhangye Ganzhou Airport
york landing,ZAC,York Landing Airport
zemunik (zadar),ZAD,Zadar Airport
zagreb,ZAG,Zagreb Airport
zahedan,ZAH,Zahedan International Airport
valdivia,ZAL,Pichoy Airport
zamboanga city,ZAM,Zamboanga International Airport
cahors/lalbenque,ZAO,Cahors-Lalbenque Airport
zaria,ZAR,Zaria Airport
zaragoza,ZAZ,Zaragoza Air Base
bathurst,ZBF,Bathurst Airport
bromont,ZBM,Bromont (Roland Desourdy) Airport
chabahar,ZBR,Konarak Airport
zacatecas,ZCL,General Leobardo C. Ruiz International Airport
temuco,ZCO,La AraucanÃƒÂ­a Airport
secunda,ZEC,Secunda Airport
eastmain river,ZEM,Eastmain River Airport
ziro,ZER,Ziro Airport
faro,ZFA,Faro Airport
fond-du-lac,ZFD,Fond-Du-Lac Airport
fort mcpherson,ZFM,Fort Mcpherson Airport
tulita,ZFN,Tulita Airport
grand forks,ZGF,Grand Forks Airport
gods river,ZGI,Gods River Airport
little grand rapids,ZGR,Little Grand Rapids Airport
gaua island,ZGU,Gaua Island Airport
zhanjiang,ZHA,Zhanjiang Airport
grenchen,ZHI,Grenchen Airport
zhongwei,ZHY,Zhongwei Shapotou Airport
moscow,ZIA,Zhukovsky International Airport
victoria,ZIC,Victoria Airport
ziguinchor,ZIG,Ziguinchor Airport
ixtapa,ZIH,Ixtapa Zihuatanejo International Airport
zhigansk,ZIX,Zhigansk Airport
jenpeg,ZJG,Jenpeg Airport
swan river,ZJN,Swan River Airport
kashechewan,ZKE,Kashechewan Airport
zyryanka,ZKP,Zyryanka Airport
manzanillo,ZLO,Playa De Oro International Airport
magdeburg,ZMG,Magdeburg "City" Airport
masset,ZMT,Masset Airport
zinder,ZND,Zinder Airport
newman,ZNE,Newman Airport
zanzibar,ZNZ,Abeid Amani Karume International Airport
osorno,ZOS,CaÃƒÂ±al Bajo Carlos - Hott Siebert Airport
sachigo lake,ZPB,Sachigo Lake Airport
donaueschingen,ZQL,Donaueschingen-Villingen Airport
queenstown,ZQN,Queenstown International Airport
zhangjiakou,ZQZ,Zhangjiakou Ningyuan Airport
zurich,ZRH,ZÃƒÂ¼rich Airport
round lake,ZRJ,Round Lake (Weagamow Lake) Airport
san salvador,ZSA,San Salvador Airport
st pierre,ZSE,Pierrefonds Airport
sandy lake,ZSJ,Sandy Lake Airport
stewart,ZST,Stewart Airport
zakynthos island,ZTH,Zakynthos International Airport "Dionysios Solomos"
shamattawa,ZTM,Shamattawa Airport
ignace,ZUC,Ignace Municipal Airport
zhuhai,ZUH,Zhuhai Jinwan Airport
wollaston lake,ZWL,Wollaston Lake Airport
baku,ZXT,Zabrat Airport
zunyi,ZYI,Zunyi Xinzhou Airport
sylhet,ZYL,Osmany International Airport
mzuzu,ZZU,Mzuzu Airport
zanesville,ZZV,Zanesville Municipal Airport
